"GRB_Name","z","log10T90","log10Fluence","log10PeakFlux","PhotonIndex","log10NH","log10Fa","log10Ta","Alpha","Beta","Gamma","log10T90Err","log10FluenceErr","log10PeakFluxErr","PhotonIndexErr","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10z"
"GRB100625A",0.452,-0.481486060122112,-6.638272164,0.414973348,0.9,20.33244048,-10.87942607,2.43862257,1.84657968,1.08,2.40449,0.0394813165366593,0.0228877197323238,0.0202468289917981,0.060606060606061,0.36164147,0.239414064,0.242981501,0.175,0.161966616364075
"GRB100704A",3.6,2.29556709996248,-5.22184875,0.633468456,1.73,21.52730245,-10.35163999,3.62503495,1.01294211,1.29,2.11575,0.0511462885111969,0.00877362590478576,0.0122422686816868,0.036363636363636,0.04763446,0.053639373,0.0181399595,0.01,0.662757831681574
"GRB100724A",1.288,0.146128035678238,-6.795880017,0.278753601,1.92,21.01720452,-10.67778071,2.86502502,1.11237691,0.83,1.94442,0.0483291324172893,0.0329010970878163,0.0277061870402603,0.127272727272727,0.14742817,0.168928757,0.0650028685,0.05,0.359456020120987
"GRB100814A",1.44,2.2417954312952,-5.045757491,0.397940009,1.47,20.89608288,-11.49349497,5.22729477,1.76532941,1.1425,1.89414,0.0235643330357211,0.00584908393727375,0.0210567021369837,0.024242424242424,0.043626359999999,0.035347138,0.0840151685,0.01745135,0.387389826338729
"GRB100816A",0.804,0.462397997898956,-5.698970004,1.037426498,0.73,21.34783526,-11.5559552,3.97801299,1.04455013,1.09,1.91138,0.0930248426037339,0.0131604388353707,0.00965903768348901,0.145454545454545,0.086749220000001,0.112014005,0.047175154,0.015,0.256236533205923
"GRB100901A",1.408,2.64246452024212,-5.677780705,-0.096910013,1.52,21.53188109,-11.34103516,4.91124,1.50754,1.075,1.98285,0.022321143869233,0.0376012538214001,0.0658021942265446,0.127272727272727,0.0283,0.02425,0.036255,5e-04,0.381656482585787
"GRB101219B",0.55,1.53147891704226,-5.677780705,-0.22184875,1.56,20.49692965,-11.99567863,4.42003952,0.66918137,0.94,1.85684,0.0692396240004128,0.0501350050952,0.131604388571787,0.096969696969697,0.089446274999999,0.166829365,0.0393906275,0.105,0.190331698170291
"GRB110106B",0.618,1.39445168082622,-5.698970004,0.322219295,1.76,21.29748256,-10.81530857,3.87203946,1.22519883,1.03,2.05121,0.291163238450461,0.0131604388353707,0.0376012538214001,0.066666666666667,0.045543555,0.058714404,0.049891228,0.005,0.208978517276253
"GRB110213A",1.46,1.68124123737559,-5.229147988,0.204119983,1.83,21.56708403,-9.896196279,3.84089,1.8412,1.1905,1.96436,0.144764827301084,0.017844662826724,0.0987032912634493,0.072727272727273,0.03588,0.023515,0.02785,0.2263626645,0.390935107103379
"GRB110422A",1.77,1.41329976408125,-4.387216143,1.487138375,0.86,22.02088312,-9.681936665,3.50066971,1.42239886,0.778,1.89199,0.00950159657821324,0.00641972626198059,0.00857357580456891,0.060606060606061,0.0241374065,0.029472713,0.022779716,0.005,0.442479769064449
"GRB110503A",1.613,1,-5,0.130333768,0.88,21.13638759,-9.08249449,2.54166555,1.14649063,0.687,1.90907,0.147896600345909,0.0105283510764424,0.0116981678760472,0.151515151515152,0.028998071,0.028887961,0.006289914,0.001,0.417139409727326
"GRB110715A",0.82,1.11394335230684,-4.928117993,1.731588765,1.25,22.0746007,-9.075720714,2.61109719,0.95853538,0.755,1.85342,0.133629071354847,0.00446116571350155,0.00537160769437218,0.072727272727273,0.0237765295,0.035600881,0.009554076,0.0015,0.260071387985075
"GRB110731A",2.83,1.58883172559421,-5.22184875,1.041392685,1.15,21.95954126,-12.08512818,5.08952072,1.42351927,0.39,1.85145,0.130539784508902,0.00438681295239289,0.0071784211910988,0.03030303030303,0.097418495,0.090702815,0.110855301,0.13,0.583198773968623
"GRB110818A",3.36,2.01283722470517,-5.397940009,0.204119983,1.58,22.06812647,-11.28316228,3.84627415,1.37167718,0.83,1.95985,0.0761271871007967,0.0131604388554913,0.0493516456317247,0.066666666666667,0.05514905,0.059648416,0.0673381895,0.01,0.639486489268586
"GRB111008A",4.9898,1.80250006776439,-5.27572413,0.806179974,1.86,22.17059025,-10.66756154,3.98993393,1.21584288,0.829,1.94053,0.0161841208073831,0.0148986100001386,0.0287884599735793,0.054545454545455,0.028511085,0.035676696,0.0273512905,0.001,0.777412321496744
"GRB111117A",2.211,-0.327902142064283,-6.853871964,0.130333768,0.65,21.35810434,-11.56224944,3.040958613,1.320391508,0.79,2.19593,0.049588674384036,0.0338411284349212,0.0389938929201578,0.133333333333333,0.1607292,0.16895411,0.11777667,0.045,0.506640305566503
"GRB111123A",3.1516,2.46239799789896,-5.13667714,-0.045757491,1.68,21.35034301,-11.60730305,4.42202873,1.46723371,1.25,2.55463,0.131921983971797,0.0108167990541397,0.029245419686369,0.042424242424242,0.07308827,0.070655771,0.1058841465,0.005,0.618215503279417
"GRB111209A",0.677,3.14612803567824,-4.443697499,-0.301029996,1.48,21.14009932,-9.057000407,4.13326,2.77382,0.2529,1.81212,0.00916727683500531,0.00731135491027843,0.0526417554229422,0.018181818181818,0.020989999999999,0.010455,0.04435,4.99999999999997e-05,0.224533062606086
"GRB120118B",2.943,1.36660971039243,-5.744727495,0.342422681,2.08,21.451745,-10.95467702,3.68307,1.0241,1.01,2.20884,0.366834332233384,0.0146227098318706,0.0358921059277238,0.066666666666667,0.1172,0.131765,0.077156,0.005,0.595826777073223
"GRB120327A",2.813,1.79865064544527,-5.443697499,0.591064607,1.52,22.16619025,-10.15181088,3.48517215,1.44859414,0.63,1.75797,0.0519338355291014,0.00731135491027843,0.0134978859962626,0.036363636363636,0.04362492,0.051679097,0.058002882,0.02,0.581266805273671
"GRB120404A",2.876,1.58771096501891,-5.795880017,0.079181246,1.85,21.70983536,-11.02687215,3.79948,1.90651,0.69,1.89579,0.179553274171887,0.0164505485439082,0.0438681294899875,0.078787878787879,0.11705,0.068285,0.121385,0.005,0.588383768378728
"GRB120729A",0.8,1.85430604180108,-5.619788758,0.462397998,1.62,21.34792103,-10.29756946,3.52138487,2.26312734,0.645,1.8831,0.223182009819715,0.0109670323640116,0.0181523294379188,0.048484848484849,0.06906832,0.047294772,0.130088482,0.013331067,0.255272505103306
"GRB120802A",3.796,1.69897000433602,-5.721246399,0.477121255,1.21,22.12127744,-11.17198494,3.53838419,0.54215516,0.91,2.03526,0.269476254022629,0.0415592805603905,0.017547251782744,0.284848484848485,0.07803221,0.220557212,0.11816229,0.055,0.680879174426811
"GRB120804A",1.3,-0.0915149811213502,-6.055517328,1.033423755,1.34,21.60814292,-9.76498948,2.56606,1.09546,0.86,2.05668,0.0446275444389484,0.014955044147845,0.0146227098447879,0.048484848484849,0.16554,0.17802,0.037085,0.015,0.361727836017593
"GRB120811C",2.671,1.42813479402879,-5.522878745,0.612783857,1.4,21.91722026,-10.14327111,3.15909591,1.01613299,0.65,1.92121,0.0598545187416093,0.026320877674116,0.0128394525239612,0.181818181818182,0.052946860000001,0.084200302,0.03800099,0.090734018,0.564784384503987
"GRB120907A",0.97,1.22788670461367,-6.173925197,0.462397998,1.73,21.0438101,-10.37675071,3.2113827,1.05329104,0.78,1.82021,0.0352171865726179,0.0432133812541372,0.0363046588758376,0.151515151515152,0.04130341,0.062296694,0.0286472705,0.005,0.294466226161593
"GRB120922A",3.1,2.2380461031288,-5.207608311,0.301029996,1.58,21.0163605,-10.59516628,3.59799,1.06622,1.17,2.06954,0.0759139130688025,0.0297171200079232,0.0263208776707413,0.218181818181818,0.16365,0.133375,0.03563,0.005,0.612783856719735
"GRB121128A",2.2,1.36735592102602,-5.161150909,1.11058971,1.32,22.04029767,-9.617982957,3.23392922,1.54546584,0.9455,1.98504,0.0303933846881756,0.0152584798116998,0.00816151246798215,0.109090909090909,0.0286900235,0.029795568,0.032445001,0.0103377205,0.505149978319906
"GRB130418A",1.218,2.47712125471966,-5.744727495,-0.22184875,2.07,21.12149747,-9.247183569,2.59006,1.28449,0.198,1.68684,0.0667193561745158,0.0292454196637412,0.0877362590478575,0.103030303030303,0.060470000000001,0.06867,0.031625,0.003,0.345961541813141
"GRB130420A",1.297,2.09166695759568,-5.148741651,0.531478917,1.52,20.79265849,-10.8728952,3.56731,0.914676,1.17,2.29559,0.0412728533604636,0.0111214976087664,0.0154828692315688,0.151515151515152,0.05505,0.08535,0.0286905,0.005,0.361160995195026
"GRB130511A",1.3033,0.734799829588847,-6.657577319,0.113943352,1.35,21.01365445,-10.51570016,2.65954,1.16497,0.65,2.06879,0.176931769753319,0.0478561412369649,0.0404936580149266,0.187878787878788,0.0838,0.089385,0.04916,0.01,0.362350507594848
"GRB130514A",3.6,2.3096301674259,-5.040958608,0.447158031,1.8,21.19799139,-10.7212464,3.68772,1.17745,0.65,2.0604,0.0272768816676426,0.00578480828803656,0.0282009404055501,0.03030303030303,0.078,0.078365,0.04188,0.08,0.662757831681574
"GRB130603B",0.356,-0.744727494896694,-6.200659451,0.806179974,0.82,21.35365854,-10.51286162,3.52927,1.50729,0.84,2.20112,0.0579060482701563,0.0125337512945695,0.0123379114172483,0.042424242424242,0.04335,0.045125,0.07082,0.0291441835,0.132259689531044
"GRB130604A",1.06,1.57634135020579,-5.853871964,-0.096910013,1.51,21.35024026,-8.316052869,2.071571247,1.742079764,0.98,2.08823,0.0525216608407296,0.0188006269082896,0.0658021942265446,0.072727272727273,0.166441725,0.100184013,0.041653571,0.015,0.313867220369153
"GRB130925A",0.347,2.25285303097989,-4.387216143,0.86332286,1.85,21.99154725,-10.62525165,5.84588,1.38344,1.5915,2.69002,0.00859100615953715,0.00641972626198059,0.0216335981082794,0.084848484848485,0.06235,0.06424,0.12684,0.206936072,0.129367595722986
"GRB131004A",0.717,0.187520720836463,-6.552841969,0.531478917,1.81,21.41915412,-9.847711656,3.06764,2.37965,1.09,2.21436,0.0920301716046755,0.0188006269370334,0.0154828692315688,0.066666666666667,0.339855,0.2446,0.27747,0.01,0.234770295160916
"GRB131105A",1.686,2.05037975626146,-5.148741651,0.544068044,1.45,21.32749584,-10.91009489,3.9488,1.19347,0.94,2.24976,0.01580476982291,0.018535829347944,0.0451215046497172,0.066666666666667,0.03335,0.047885,0.04544,0.005,0.429106008332697
"GRB140206A",2.73,1.97127584873811,-4.795880017,1.28780173,1.04,22.00531353,-9.730487056,3.59073,1.22509,0.672,1.88134,0.063811704280745,0.00493516456317247,0.00678373136259728,0.090909090909091,0.012995,0.021325,0.015545,0.0219023355,0.571708831808688
"GRB140423A",3.26,2.12710479836481,-5.026872146,0.322219295,1.33,21.81946365,-10.85078089,3.90552,1.18974,0.77,2.06486,0.0745819195240746,0.00840028010644005,0.0250675025476,0.036363636363636,0.05035,0.05495,0.045115,0.149849463,0.629409599102719
"GRB140430A",1.6,2.23954972084047,-5.958607315,0.397940009,2,21.67796993,-11.36251027,4.14388,0.875171,1.03,2.15785,0.00923562857548502,0.0478561412739919,0.0210567021369837,0.133333333333333,0.0861,0.13071,0.0833725,0.035,0.414973347970818
"GRB140506A",0.889,2.04571405894087,-5.552841969,1.037426498,1.68,21.81764402,-9.903089987,3.30686,0.948932,0.9,1.74751,0.0373575732797357,0.0282009404055501,0.0217328347878503,0.096969696969697,0.05516,0.06882,0.01557,0.047966029,0.276231957921834
"GRB140509A",2.4,1.3654879848909,-5.920818754,0.204119983,1.59,20.90144742,-11.09770006,3.58709,1.40649,0.86,1.93407,0.096801936547154,0.0438681294899875,0.0658021941756327,0.121212121212121,0.083950000000001,0.088715,0.10418,0.22,0.531478917042255
"GRB140512A",0.725,2.18977095634687,-4.853871964,0.832508913,1.45,21.32824297,-9.504455662,3.53686,1.25134,0.871,1.84304,0.0134302087546028,0.00564018807248688,0.0116121519146922,0.024242424242424,0.01504,0.022285,0.02006,0.002482817,0.236789099409293
"GRB140629A",2.275,1.6232492903979,-5.619788758,0.62324929,1.86,21.74269921,-9.847711656,2.85608,1.16056,0.815,1.95996,0.119342969855398,0.0219340647280231,0.0250675025859251,0.066666666666667,0.042785,0.06161,0.03501,0.0016785515,0.515211304327802
"GRB141004A",0.573,0.593286067020457,-6.173925197,0.785329835,1.86,21.49730845,-10.61083392,3.30337,1.54959,1.08,1.79496,0.118918281419752,0.0117854676147647,0.0129446939467666,0.048484848484849,0.085299999999999,0.081935,0.09774,0.005,0.196728722623287
"GRB141121A",1.47,2.74028371968188,-5.27572413,-0.045757491,1.73,21.59590717,-12.65757732,5.76634,2.33322,0.82,1.93447,0.0298708467601578,0.0198648133335181,0.0877362590591065,0.078787878787879,0.1675,0.090095,0.2969,0.01,0.392696953259666
"GRB141220A",1.3195,0.857935264719429,-5.585026652,0.949390007,0.62,21.48574413,-9.872830386,2.77561,1.42066,1.1,1.80565,0.0285379269705628,0.0101234144958991,0.020701813897427,0.23030303030303,0.042455,0.057375,0.050735,0.07,0.365394376854778
"GRB150120B",3.5,1.38560627359831,-6.26760624,0.079181246,2.2,21.52664292,-10.79048499,3.39431,1.17705,0.92,2.01678,0.0605561232005338,0.0389938928598178,0.0438681294899875,0.151515151515152,0.0711,0.090535,0.057705,0.005,0.653212513775344
"GRB151021A",2.33,2.04218159451577,-4.552841969,0.986771734,1.57,22.33647975,-9.642065153,3.15765,1.33346,1.27,1.96079,0.0143797213277669,0.00940031346851669,0.021707940377107,0.024242424242424,0.06282,0.05208,0.02141,0.04,0.52244423350632
"GRB151027A",0.81,2.11290649025331,-5.107905397,0.832508913,1.72,21.65076489,-9.935542011,3.99907,1.74508,0.9235,2.00612,0.018335078259774,0.00674894299290958,0.0232243038293844,0.03030303030303,0.02221,0.01731,0.02499,0.0024409705,0.257678574869184
"GRB151031A",1.167,0.698970004336019,-6.494850022,0.230448921,2.41,21.98623592,-11.5214335,3.69323,0.897942,1.24,2.12551,0.194222396757745,0.0246758228535885,0.0309657384870962,0.109090909090909,1.01707,0.166825,0.1244685,0.01,0.335858911319818
"GRB151112A",4.1,1.28600712207947,-6.026872146,0.278753601,1.77,21.0151543,-11.6171,4.43227,1.1526,1.24,2.17922,0.543566918273972,0.0336011204257601,0.0277061870402603,0.127272727272727,0.0472,0.063015,0.06854,0.005,0.707570176097936
"GRB160203A",3.52,1.30535136944662,-5.920818754,0.113943352,1.93,22.0158332,-11.36754271,3.66139836,1.146279559,0.61,1.75592,0.0695758260297261,0.0219340647449938,0.0809873160298532,0.121212121212121,0.08458679,0.087010427,0.0601909,0.25,0.655138434811382
"GRB160227A",2.38,2.50037371435337,-5.508638306,-0.22184875,0.75,21.4198963,-10.99567863,4.47751,1.10229,0.679,1.72551,0.103418641389387,0.0169812114071368,0.0438681295239291,0.309090909090909,0.030550000000001,0.03885,0.03434,0.001,0.528916700277655
"GRB160804A",0.736,2.15896526038341,-4.943095149,0.462397998,1.4,21.30214687,-11.5214335,4.38419,0.948229,0.92,1.87827,0.0579152246029259,0.00692654676618381,0.0272284941568783,0.139393939393939,0.05875,0.095375,0.070062,0.005,0.239549720840473
"GRB161108A",1.159,2.02160271602824,-5.958607315,-0.22184875,1.85,21.16074757,-11.81247928,4.69106,0.883711,0.84,2.00325,0.0491496346215649,0.023928070636996,0.0438681295239291,0.103030303030303,0.133550000000001,0.18179,0.0812555,0.005,0.334252642334231
"GRB161129A",0.645,1.55059520748933,-5.443697499,0.531478917,1.57,21.51361441,-10.43651891,3.70506,2.32574,0.71,1.74506,0.0255903856452399,0.00731135491027843,0.0154828692315688,0.036363636363636,0.106249999999999,0.050725,0.10628,0.005,0.216165902285993
"GRB170519A",0.818,2.33525725643453,-5.958607315,-0.15490196,1.94,21.33992622,-11.06348626,4.1513,1.37345,0.975,1.97351,0.0991498518259656,0.0478561412739919,0.037601253845672,0.157575757575758,0.053,0.052235,0.066745,0.2244236125,0.259593878885949
"GRB170705A",2.01,2.33705972632052,-5.022276395,1.1430148,1.65,21.08891889,-10.18641901,3.63746,0.774169,0.66,1.89159,0.0361306862562471,0.00831185611850908,0.00757435329683621,0.03030303030303,0.04055,0.06603,0.027333,0.005,0.478566495593843
"GRB170903A",0.886,1.46538285144842,-5.619788758,0.591064607,1.94,21.73970839,-11.26042766,4.41384,0.971187,1.14,2.20256,0.0534696644965196,0.0219340647280231,0.0337447149906566,0.072727272727273,0.04095,0.065935,0.051271,0.005,0.27554168840131
"GRB171222A",2.409,2.24254142829838,-5.721246399,-0.15490196,2.07,20.02880298,-12.10957898,4.78231,0.718496,1.34,1.99001,0.0563106258474534,0.0277061870402603,0.0752025076913433,0.103030303030303,0.209750000000001,0.378455,0.126956,0.015,0.532627001228891
"GRB180205A",1.409,1.19033169817029,-6,0.531478917,2.04,21.4933967,-10.30627305,3.21372,1.09633,1.03,1.88733,0.0875106835160412,0.0263208776911062,0.0232243038473533,0.078787878787879,0.06455,0.088815,0.042095,0.005,0.381836799998343
"GRB180404A",1,1.54654266347813,-5.886056648,0.113943352,1.95,20.48730103,-11.62342304,4.20449,1.17089,0.72,1.62007,1.08507712688945,0.0202468290074633,0.0404936580149266,0.072727272727273,0.066100000000001,0.1242,0.10229,0.065,0.301029995663981
"GRB180620B",1.1175,2.29841638006129,-5,0.556302501,1.3,21.21643247,-10.98296666,4.6659,1.09835,0.9,1.99236,0.0599542916157573,0.00789626330733186,0.0146227098205568,0.121212121212121,0.0437,0.067125,0.059445,0.005,0.325823419002744
"GRB180728A",0.117,0.938519725176492,-4.528708289,2.120573931,1.97,21.58733599,-9.42365865,3.8695,1.1986,0.8595,1.70111,0.0148761559934817,0.00533531304621856,0.00578261707124149,0.018181818181818,0.009885,0.014745,0.0091,0.0424864935,0.0480531731156091
"GRB181010A",1.39,1.2148438480477,-6.161150909,0.146128036,1.52,22.27837171,-9.928117993,3.15711,1.07011,1.115,1.76613,0.0580681587807509,0.0267023396704747,0.0376012538165791,0.090909090909091,0.034615000000001,0.057805,0.033375,0.007041969,0.378397900948138
"GRB181020A",2.938,2.37657695705651,-5.091514981,0.886490725,1.25,20.65703194,-10.42365865,4.29043,2.64643,1.228,1.93674,0.0211468897130007,0.00974847321620432,0.0102548874161921,0.036363636363636,0.1418,0.047555,0.091985,0.029531206,0.595275711802099
"GRB181110A",1.505,2.14113609012074,-5.004364805,0.568201724,2.02,20.88432911,-10.39577395,3.7664,1.92336,1.7505,1.76057,0.0342910112558327,0.00797602353536826,0.0213412521852701,0.03030303030303,0.0907,0.05473,0.07443,0.141485526,0.398807730203264
"GRB190719C",2.469,2.26881190373978,-5.29242982390206,0.740362689494244,1.64,20.9538258694985,-11.257,4.88123,1.55953,1.09,1.5415,0.022660222345864,0.0255467342296028,0.0236887899219955,0.09,0.2175,0.1943,0.21085,0.27,0.54020429984206
"GRB190829A",0.0785,1.76492298464989,-5.19382002601611,1.25527250510331,2.56,22.049100010378,-8.58538291,3.40640655,1.18850034,1.16,2.0913,0.06607336880352,0.0475009589581678,0.0651441722854872,0.21,0.0077359,0.00974555,0.00361642,0.065,0.0328201494385639
"GRB191011A",1.722,0.867467487859051,-6.48148606012211,0.255272505103306,1.94,21.6503347264086,-10.8132081,3.15321333,1.30602449,0.9,1.81479,0.0559978453676167,0.0526417553822121,0.0482549424336947,0.17,0.05719327,0.06597695,0.05756962,0.45,0.434888120867316
"GRB201014A",4.56,1.55870857053317,-6.50863830616573,-0.522878745280338,2.55,22.1524656960528,-11.0529,3.37597,0.742849,1.05,1.97336,0.0972677373788299,0.098066495913638,0.289529654602168,0.37,0.14198,0.296352,0.0811106,0.86,0.745074791582057
"GRB201020A",2.903,1.15136985024746,-6.03621217265444,0.322219294733919,2.25,20.9325848608536,-11.0900559,3.96908872,1.55158826,0.9,2.0761,0.145589617990142,0.0330441453622036,0.0413613792288811,0.14,0.04915322,0.04826492,0.08306159,0.5,0.591398551281249
"GRB210210A",0.715,0.819543935541869,-6.0087739243075,0.845098040014257,1.53,21.1231954587923,-10.1403778,3.72413045,1.5451851,1,1.85188,0.0387784332688485,0.0354526107676119,0.0310210344216608,0.58,0.05799791,0.08857348,0.10645081,0.195,0.234264124378789
"GRB210222B",2.198,1.1078880251828,-6.46852108295774,0.146128035678238,2.37,21.1461280356782,-10.4520599,3.24642494,1.37828029,1.5,1.98,0.0434988898348922,0.0894135698036097,0.0930631032649825,0.33,0.04184217,0.04927183,0.005516005,0.55,0.504878459410216
"GRB210411C",2.826,1.10720996964787,-5.92081875395237,0.681241237375587,1.6,21.0599645857867,-9.72925773,2.93128506,1.16829405,0.56,1.88408,0.0202577864930924,0.0361912068252705,0.0271434051189532,0.4,0.05048963,0.05901459,0.03209979,0.23,0.582744965691277
"GRB210517A",2.486,0.48572142648158,-6.82390874094432,0.176091259055681,1.85,21.1576833762698,-10.8415194,3.057651,1.21043545,0.71,1.71079,0.199990220130316,0.0868588963806507,0.0579059309204336,0.25,0.25872455,0.32132806,0.08060357,0.21,0.542327382773974
"GRB210610A",3.54,1.13417710757677,-6,0.380211241711606,1.41,21.3533795197779,-10.4044334,3.15453451,1.0816785,0.93,1.83562,0.100484314138014,0.0434294481903252,0.072382413650542,0.19,0.85146569,1.28215864,0.07850685,0.17,0.657055852857104
"GRB210619B",1.937,1.78461729263288,-4.02227639471115,2.06069784035361,1.41,21.8343030530778,-8.55006175,2.91049117,1.12578835,0.846,1.92306,0.00197833385631562,0.00457152086213947,0.00830824226249702,0.02,0.01027813,0.01099582,0.00437126,0.1005,0.4679039465228
"GRB210722A",1.145,1.70070371714502,-5.60205999132796,0.342422680822206,1.62,20.5405897231745,-10.3507,3.6504,1.43908,0.87,1.83712,0.0911698773639907,0.0347435585522599,0.0987032913416482,0.14,0.0364819,0.0395981,0.048071,0.24,0.331427296520743
"GRB211024B",1.1137,2.78067727443337,-5.16749108729376,-0.045757490560675,1.63,20.9867717342662,-8.56429146,3.43921565,1.92622006,1.07,2.08,0.0148638654795953,0.0191600506722021,0.0965098848673893,0.09,0.01916437,0.01167528,0.00965772,0.055,0.325043347403704
"GRB220117A",4.961,1.69731654173238,-5.79588001734407,0.278753600952829,1.84,21.9953293260505,-10.1070569,3.43803362,1.68612083,0.8,1.78537,0.0299157959416651,0.0542868102379058,0.0914304172427899,0.18,0.05084186,0.04500955,0.06200239,0.115,0.775319121829478
"GRB230325A",1.664,1.58035466110659,-5.88605664769316,0.518513939877887,1.82,22.2291825133968,-10.9066853,3.7823081,0.931411844,1,2.0855,0.131947893490027,0.0668145356774229,0.0526417553822124,0.18,0.1875455,0.20042492,0.05714513,0.45,0.425534220498263
"GRB230328B",0.09,1.28397928423848,-5.36653154442041,0.924279286061882,1.22,21.1458043657072,-10.1038,3.66388,1.20938,0.9,1.89331,0.0861743624814219,0.0201997433443371,0.0258508620180507,0.29,0.0267,0.03231,0.02421,0.55,0.0374264979406237
"GRB230414B",3.568,1.41463914673701,-6.32790214206428,-0.221848749616356,1.6,21.6922439503346,-11.9505263,4.8792574,2.06160972,1.1,2.02038,0.148027729903453,0.0924030812560105,0.144764827301084,0.3,0.11074106,0.069549,0.21988187,0.6,0.659726095237792
"GRB230506C",3.7,1.49136169383427,-5.76955107862173,0.380211241711606,1.89,20.9612478163493,-11.4531,4.25859,1.14181,0.9,2.08995,0.088603854068197,0.0510934684592066,0.0904780170631775,0.17,0.1023,0.11841,0.11299,0.55,0.672097857935718
"GRB230818A",2.42,0.99211148778695,-5.72124639904717,0.826074802700826,1.36,21.313774448533,-11.0883,3.9564,1.39195,1.19,2.00403,0.0552798328546417,0.0228576043106974,0.0324100359629293,0.1,0.2044,0.12794,0.19715,1.14,0.534026106056135
